"Year","EEZ","EZnm","EEZ.alt","Partgrp","Grp","Flag","Days","ALBc","BETc","YFTc"
2006,"KI","Kiribati","KI","Kiribati","FFA","CN",2.99,0,0.487,0.677
2006,"KI","Kiribati","KI","Kiribati","FFA","JP",33.203,1.527979,9.428087,10.603057
2006,"KI","Kiribati","KI","Kiribati","FFA","KR",7048.757,131.15,2818.325,1959.013
2006,"KI","Kiribati","KI","Kiribati","FFA","TW",404,14.104,138.349,104.128
2006,"KI","Kiribati","KI","Kiribati","FFA","VU",876.086,155.400024,618.087161,205.940349
2006,"MH","Marshall Islands","MH","Marshall Islands","FFA","BZ",172,0,31.815,48.491
2006,"MH","Marshall Islands","MH","Marshall Islands","FFA","CN",5271.065,22.37,1205.851,854.728
2006,"MH","Marshall Islands","MH","Marshall Islands","FFA","FM",853.105,0,139.011318,238.979282
2006,"MH","Marshall Islands","MH","Marshall Islands","FFA","JP",351.629,27.863984,195.981011,118.935047
2006,"MH","Marshall Islands","MH","Marshall Islands","FFA","KR",0.99,0,0.225,0.04
2006,"MH","Marshall Islands","MH","Marshall Islands","FFA","TW",32,0.08,3.276,1.238
2006,"NC","New Caledonia","MA","New Caledonia","French","FJ",3,2.029708,0,0.127992
2006,"NC","New Caledonia","MA","New Caledonia","French","NC",9.39,1.960463,0.065401,2.891128
2006,"NC","New Caledonia","MA","New Caledonia","French","VU",0.991,0,0,0.020041
2006,"NC","New Caledonia","NC","New Caledonia","French","NC",2209.052,1356.039537,34.934599,411.108872
2006,"NU","Niue","NU","Niue","FFA","CK",79,46.705141,4.281678,7.630981
2006,"NU","Niue","NU","Niue","FFA","NU",294.734,212.492713,21.959827,41.85407
2006,"NU","Niue","NU","Niue","FFA","PF",2.599,0.026729,0.067031,0.084277
2006,"NZ","New Zealand","NZ","New Zealand","FFA","NZ",4047.103,495.746053,176.865381,2.966793
2006,"PF","French Polynesia","PF","French Polynesia","French","PF",8295.67,2847.913025,476.188232,665.947904
2006,"PG","PNG","PG","PNG","FFA","JP",62.154,35.417009,15.674964,12.328005
2006,"PG","PNG","PG","PNG","FFA","PG",4487.871,1811,216,2139
2006,"PG","PNG","PG","PNG","FFA","TW",115,48.524,5.28,63.915
2006,"PH","Philippines","PH","Philippines","Other","JP",4,0.335035,1.16005,0.929969
2006,"PH","Philippines","PH","Philippines","Other","PH",678.75,0,59,484
2006,"PH","Philippines","PH","Philippines","Other","TW",1271.333,0,171,1353.73
2006,"PW","Palau","PW","Palau","FFA","BZ",606,0.965,111.201,20.257
2006,"PW","Palau","PW","Palau","FFA","CN",598.079,0.31,107.028,20.437
2006,"PW","Palau","PW","Palau","FFA","JP",1470.543,8.826029,616.277026,194.253032
2006,"PW","Palau","PW","Palau","FFA","TW",8473,28.534,2144.64,1336.387
2006,"PY","Palmyra","US","US Zones","US Zones","US",309.582,0.019786,89.267168,137.217672
2006,"SB","Solomon Islands","SB","Solomon Islands","FFA","CK",54,45.423693,4.340988,4.871251
2006,"SB","Solomon Islands","SB","Solomon Islands","FFA","CN",1158.279,1042.534,59.451,228.453
2006,"SB","Solomon Islands","SB","Solomon Islands","FFA","FJ",1044,837.026637,80.733168,161.961721
2006,"SB","Solomon Islands","SB","Solomon Islands","FFA","JP",2981.805,1372.483969,526.705049,2238.050001
2006,"SB","Solomon Islands","SB","Solomon Islands","FFA","KR",1220.148,327.004,231.91,534.358
2006,"SB","Solomon Islands","SB","Solomon Islands","FFA","TW",2450,1842.295,204.342,578.582
2006,"SB","Solomon Islands","SB","Solomon Islands","FFA","VU",1169.152,1073.053222,82.484563,397.033559
2006,"TO","Tonga","TO","Tonga","FFA","TO",1898.201,410.928923,115.138186,226.114398
2006,"TV","Tuvalu","TV","Tuvalu","FFA","FJ",1,0.779286,0,0.034469
2006,"TV","Tuvalu","TV","Tuvalu","FFA","JP",5.355,0.277973,0.845065,1.291999
2006,"TV","Tuvalu","TV","Tuvalu","FFA","KR",119.739,6.513,32.689,26.05
2006,"TV","Tuvalu","TV","Tuvalu","FFA","TW",12,0.404,0.844,2.549
2006,"TV","Tuvalu","TV","Tuvalu","FFA","VU",0.989,0,1.03112,0.071136
2006,"TW","Taiwan","TW","Taiwan","Other","TW",3368.75,234.5,424,3384
2006,"VN","Vietnam","VN","Vietnam","Other","VN",18105,16,3538,10930
2006,"VU","Vanuatu","VU","Vanuatu","FFA","CK",130,63.110614,3.310677,30.214723
2006,"VU","Vanuatu","VU","Vanuatu","FFA","CN",1854.043,1461.631,47.422,223.21
2006,"VU","Vanuatu","VU","Vanuatu","FFA","FJ",5206,3314.518173,134.627402,659.223443
2006,"VU","Vanuatu","VU","Vanuatu","FFA","JP",4.284,6.047967,0.50203,2.059975
2006,"VU","Vanuatu","VU","Vanuatu","FFA","KR",21.771,19.722,2.496,23.093
2006,"VU","Vanuatu","VU","Vanuatu","FFA","TW",2191,1882.325,117.716,516.431
2006,"VU","Vanuatu","VU","Vanuatu","FFA","VU",1712.648,1601.580694,68.452544,428.496205
2006,"WK","Wake Island","US","US Zones","US Zones","JP",3.788,1.773971,0.640015,0.12899
2006,"WS","Samoa","WS","Samoa","FFA","WS",4393.391,2113,128,264
2007,"AS","American Samoa","AS","American Samoa","US Zones","US",5349.722,4677.016,145.621316,492.24672
2007,"AU","Australia","AU","Australia","FFA","AU",7490.633,1914.999163,999.648145,1381.360636
2007,"CK","Cook Islands","CK","Cook Islands","FFA","CK",2343,2383.84986,185.107818,200.522545
2007,"CK","Cook Islands","CK","Cook Islands","FFA","TW",273,311.051,13.306,21.644
2007,"CK","Cook Islands","CK","Cook Islands","FFA","US",333.344,297.264072,28.238715,34.21129
2007,"CN","China","CN","Other","Other","JP",22.481,5.445934,0.930027,0.854012
2007,"FJ","Fiji","FJ","Fiji","FFA","CN",709.333,403.597,17.272,84.249
2007,"FJ","Fiji","FJ","Fiji","FFA","FJ",9452,3729.87427,305.434163,913.282175
2007,"FJ","Fiji","FJ","Fiji","FFA","NZ",122.331,80.055519,5.926105,10.900261
2007,"FJ","Fiji","FJ","Fiji","FFA","TW",8,6.276,0.085,1.089
2007,"FJ","Fiji","FJ","Fiji","FFA","VU",1.009,0.10586,0.147087,0.051884
2007,"FM","FSM","FM","FSM","FFA","CN",3772.454,10.049,928.688,312.516
2007,"FM","FSM","FM","FSM","FFA","FM",910.329,0,184.980376,89.592449
2007,"FM","FSM","FM","FSM","FFA","JP",6316.081,34.468964,1944.623068,1438.356985
2007,"FM","FSM","FM","FSM","FFA","TW",2393,0.474,456.117,196.94
2007,"H4","HS4","HS","High Seas","High Seas","CK",30,20.067458,4.590177,9.889241
2007,"H4","HS4","HS","High Seas","High Seas","FJ",9,4.867531,1.215866,2.148324
2007,"H4","HS4","HS","High Seas","High Seas","KR",553.742,31.15,238.023,235.638
2007,"H4","HS4","HS","High Seas","High Seas","TW",15,8.7,0.69,2.23
2007,"H4","HS4","HS","High Seas","High Seas","US",74,57.253647,10.96136,58.742957
2007,"H4","HS4","HS","High Seas","High Seas","VU",12.137,5.916036,1.205005,0.879891
2007,"H5","HS5","HS","High Seas","High Seas","CK",45,15.515204,11.636032,9.220205
2007,"H5","HS5","HS","High Seas","High Seas","JP",641.113,118.518237,746.865891,320.380506
2007,"H5","HS5","HS","High Seas","High Seas","KR",123.275,2.528,33.001,27.975
2007,"H5","HS5","HS","High Seas","High Seas","TW",156,55.949,54.184,28.703
2007,"H5","HS5","HS","High Seas","High Seas","US",116,58.513323,29.771898,52.207366
2007,"H5","HS5","HS","High Seas","High Seas","VU",543.107,93.630278,424.809085,143.982425
2007,"HW","Hawaii","US","US Zones","US Zones","US",5348.917,59.856044,1713.486359,233.686905
2007,"I1","Int1","HS","High Seas","High Seas","CN",70.933,0.12,9.31,2.33
2007,"I1","Int1","HS","High Seas","High Seas","JP",1049.632,0.566455,367.464317,180.574646
2007,"I1","Int1","HS","High Seas","High Seas","TW",15233.315,0.209,1687.7371,3107.894351
2007,"I2","Int2","HS","High Seas","High Seas","BZ",87,0.923,17.616,30.393
2007,"I2","Int2","HS","High Seas","High Seas","CK",4,0.62372,1.061037,0.368323
2007,"I2","Int2","HS","High Seas","High Seas","CN",215.797,32.007,40.593,38.937
2007,"I2","Int2","HS","High Seas","High Seas","FJ",518,145.377529,51.435599,63.884157
2007,"I2","Int2","HS","High Seas","High Seas","FM",14.058,0,0.29235,1.866899
2007,"I2","Int2","HS","High Seas","High Seas","JP",1028.151,31.394616,400.503414,1473.428416
2007,"I2","Int2","HS","High Seas","High Seas","KR",322.105,23.127,107.609,148.974
2007,"I2","Int2","HS","High Seas","High Seas","TW",68,2137.598097,1.765,3.138
2007,"I2","Int2","HS","High Seas","High Seas","VU",28.32,10.540391,4.588882,14.664852
2007,"I3","Int3","HS","High Seas","High Seas","CN",147.861,0,36.685,7.289
2007,"I3","Int3","HS","High Seas","High Seas","FJ",1,0.118964,0,0.045572
2007,"I3","Int3","HS","High Seas","High Seas","FM",197.327,0,70.600964,22.612804
2007,"I3","Int3","HS","High Seas","High Seas","JP",4093.19,1716.179036,578.656272,858.165427
2007,"I3","Int3","HS","High Seas","High Seas","TW",6528.563,0,723.3159,1331.954722
2007,"I3","Int3","HS","High Seas","High Seas","VU",30.365,44.813622,2.81553,3.301444
2007,"I4","Int4","HS","High Seas","High Seas","BZ",332.76,78.077,56.9665,89.2455
2007,"I4","Int4","HS","High Seas","High Seas","CN",14303.856,0,3964.925947,540.423542
2007,"I4","Int4","HS","High Seas","High Seas","FM",193.136,0,60.856178,12.344867
2007,"I4","Int4","HS","High Seas","High Seas","JP",2593.851,121.873623,2297.294857,866.059188
2007,"I4","Int4","HS","High Seas","High Seas","KR",5246.894,352.324507,2397.67145,1851.598044
2007,"I4","Int4","HS","High Seas","High Seas","TW",8942.568,0,4232.066,960.148
2007,"I4","Int4","HS","High Seas","High Seas","VU",177.71,75.376193,56.863099,21.382103
2007,"I5","Int5","HS","High Seas","High Seas","BZ",332.76,78.077,56.9665,89.2455
2007,"I5","Int5","HS","High Seas","High Seas","CN",14303.856,0,3964.925947,540.423542
2007,"I5","Int5","HS","High Seas","High Seas","JP",4306.277,47.277593,3695.744707,974.249643
2007,"I5","Int5","HS","High Seas","High Seas","KR",5246.894,352.324507,2397.67145,1851.598044
2007,"I5","Int5","HS","High Seas","High Seas","PF",68.53,32.955004,6.191787,3.64411
2007,"I5","Int5","HS","High Seas","High Seas","SN",7.5,0,2,4
2007,"I5","Int5","HS","High Seas","High Seas","TW",8942.568,0,4232.066,960.148
2007,"I5","Int5","HS","High Seas","High Seas","US",3524.676,114.722468,1193.101095,429.061457
2007,"I5","Int5","HS","High Seas","High Seas","VU",729.529,195.289695,510.364259,94.761446
2007,"I6","Int6","HS","High Seas","High Seas","CN",37,17.016,10.094,0.657
2007,"I6","Int6","HS","High Seas","High Seas","JP",44263.458,22321.84387,11265.520162,1608.857256
2007,"I6","Int6","HS","High Seas","High Seas","TW",2893.759,2067.439924,356.63,2029.865
2007,"I6","Int6","HS","High Seas","High Seas","US",5911.016,22.124596,1940.31558,64.002106
2007,"I6","Int6","HS","High Seas","High Seas","VU",1796.681,2182.359402,168.492327,14.098382
2007,"I7","Int7","HS","High Seas","High Seas","AU",103.001,10.000837,8.351844,8.639364
2007,"I7","Int7","HS","High Seas","High Seas","CK",56,59.123066,1.826702,0.5651
2007,"I7","Int7","HS","High Seas","High Seas","CN",543.703,2607.964,0,0
2007,"I7","Int7","HS","High Seas","High Seas","ES",3938,0,62,127
2007,"I7","Int7","HS","High Seas","High Seas","FJ",658,357.431626,11.708709,25.106155
2007,"I7","Int7","HS","High Seas","High Seas","JP",1348.875,1298.124413,130.683282,110.183842
2007,"I7","Int7","HS","High Seas","High Seas","NC",15.31,5.147765,0.2358,0.754576
2007,"I7","Int7","HS","High Seas","High Seas","NZ",13,0.449417,0.480496,0.537389
2007,"I7","Int7","HS","High Seas","High Seas","TO",38.743,35.349912,1.255062,2.848216
2007,"I7","Int7","HS","High Seas","High Seas","TW",745.856,2456.589907,5.747,13.282
2007,"I7","Int7","HS","High Seas","High Seas","US",32.803,21.068791,0.233986,0.33943
2007,"I7","Int7","HS","High Seas","High Seas","VU",2665.234,3625.270549,106.167347,72.265453
2007,"I8","Int8","HS","High Seas","High Seas","CK",13,5.057549,0.376621,5.672185
2007,"I8","Int8","HS","High Seas","High Seas","CN",395.628,215.346,8.968,35.19
2007,"I8","Int8","HS","High Seas","High Seas","FJ",1441,523.850322,17.192576,78.684189
2007,"I8","Int8","HS","High Seas","High Seas","TW",71,44.035,0.9,5.081
2007,"I8","Int8","HS","High Seas","High Seas","VU",65.807,39.591102,1.343685,9.035037
2007,"I9","Int9","HS","High Seas","High Seas","CK",42,54.917017,3.036859,1.438986
2007,"I9","Int9","HS","High Seas","High Seas","TW",276,406.165,2.804,8.311
2007,"I9","Int9","HS","High Seas","High Seas","US",76.623,71.884219,3.172724,2.252237
2007,"I9","Int9","HS","High Seas","High Seas","VU",525.434,603.630866,16.729262,27.570993
2007,"ID","Indonesia","HS","Indonesia","Other","ID",28361.25,0,3955,18734
2007,"ID","Indonesia","HS","Indonesia","Other","JP",2,0.153976,0.715009,0.539955
2007,"ID","Indonesia","HS","Indonesia","Other","TW",2530,0.77,294.138,575.751
2007,"JP","Japan","JP","Other","Other","JP",6369.611,319.532929,2086.965026,1583.567012
2007,"JT","Johnston","US","US Zones","US Zones","US",504.12,44.612591,171.183601,44.285054
2007,"KI","Kiribati","KI","Kiribati","FFA","CN",122.884,0,25.908,20.963
2007,"KI","Kiribati","KI","Kiribati","FFA","KR",8524.844,188.715,4023.604,3018.316
2007,"KI","Kiribati","KI","Kiribati","FFA","TW",1309,264.146,533.662,175.426
2007,"KI","Kiribati","KI","Kiribati","FFA","VU",702.753,226.016312,452.05874,122.611966
2007,"MH","Marshall Islands","MH","Marshall Islands","FFA","CN",5820.529,1.94,1359.664,486.281
2007,"MH","Marshall Islands","MH","Marshall Islands","FFA","FM",3848.655,0,1078.270146,421.582981
2007,"MH","Marshall Islands","MH","Marshall Islands","FFA","JP",486.888,6.519013,247.525998,86.385971
2007,"MH","Marshall Islands","MH","Marshall Islands","FFA","MH",15.481,0,3,2
2007,"NC","New Caledonia","MA","New Caledonia","French","FJ",9,3.829291,0.08757,0.699827
2007,"NC","New Caledonia","MA","New Caledonia","French","VU",4.05,2.509116,0.104014,1.322485
2007,"NC","New Caledonia","NC","New Caledonia","French","NC",2640.783,1318.852235,52.7642,392.245424
2007,"NU","Niue","NU","Niue","FFA","NU",391.414,216,35,43
2007,"NZ","New Zealand","NZ","New Zealand","FFA","NZ",3019.698,276.495065,206.593401,13.562351
2007,"PF","French Polynesia","PF","French Polynesia","French","PF",7998.224,3924.044996,471.808213,523.35589
2007,"PG","PNG","PG","PNG","FFA","JP",41.684,5.449984,1.731031,14.187005
2007,"PG","PNG","PG","PNG","FFA","PG",3698.084,1598,111,1539
2007,"PG","PNG","PG","PNG","FFA","TW",651,363.105,23.728,338.21
2007,"PH","Philippines","PH","Philippines","Other","PH",678.75,0,59,484
2007,"PH","Philippines","PH","Philippines","Other","TW",1326.667,0,237.68,1353.32
2007,"PW","Palau","PW","Palau","FFA","CN",106.9,0,16.26,2.76
2007,"PW","Palau","PW","Palau","FFA","JP",2202.215,16.564966,523.162072,452.812952
2007,"PW","Palau","PW","Palau","FFA","TW",7514,9.479,1111.34,1219.057
2007,"PY","Palmyra","US","US Zones","US Zones","US",564.079,1.684303,362.913366,61.964471
2007,"SB","Solomon Islands","SB","Solomon Islands","FFA","BZ",134,6.923,26.451,64.116
2007,"SB","Solomon Islands","SB","Solomon Islands","FFA","CN",1274.802,892.605,91.757,345.846
2007,"SB","Solomon Islands","SB","Solomon Islands","FFA","FJ",1244,555.43951,72.775602,233.871698
2007,"SB","Solomon Islands","SB","Solomon Islands","FFA","JP",4426.866,1299.164027,591.707074,3311.375044
2007,"SB","Solomon Islands","SB","Solomon Islands","FFA","KR",1590.641,312.974,319.633,962.823
2007,"SB","Solomon Islands","SB","Solomon Islands","FFA","TW",2648,1447.716,127.406,648.573
2007,"SB","Solomon Islands","SB","Solomon Islands","FFA","VU",636.477,389.336495,61.449869,194.44436
2007,"TO","Tonga","TO","Tonga","FFA","TO",1759.396,354.650088,127.744938,338.151784
2007,"TV","Tuvalu","TV","Tuvalu","FFA","CK",108,50.471448,22.745367,12.751068
2007,"TV","Tuvalu","TV","Tuvalu","FFA","CN",0.999,0.75,0.15,0.7
2007,"TV","Tuvalu","TV","Tuvalu","FFA","FJ",286,153.456452,22.270258,58.747695
2007,"TV","Tuvalu","TV","Tuvalu","FFA","KR",1417.659,169.857,536.787,720.078
2007,"TV","Tuvalu","TV","Tuvalu","FFA","VU",89.059,87.537467,11.039371,44.751641
2007,"TW","Taiwan","TW","Taiwan","Other","TW",3502.083,225.5,594,3383
2007,"VN","Vietnam","VN","Vietnam","Other","VN",18667.5,16,3648,11270
2007,"VU","Vanuatu","VU","Vanuatu","FFA","CK",105,54.374653,7.619387,49.572348
2007,"VU","Vanuatu","VU","Vanuatu","FFA","CN",1823.286,1271.606,59.799,349.435
2007,"VU","Vanuatu","VU","Vanuatu","FFA","FJ",4216,1670.754505,73.879651,344.530191
2007,"VU","Vanuatu","VU","Vanuatu","FFA","JP",1.122,0.260031,0.049938,0.257961
2007,"VU","Vanuatu","VU","Vanuatu","FFA","TW",1763,1112.797,70.633,304.235
2007,"VU","Vanuatu","VU","Vanuatu","FFA","VU",1423.185,962.076615,66.822477,283.875638
2007,"WS","Samoa","WS","Samoa","FFA","WS",6549.345,3113,101,305
2008,"AS","American Samoa","AS","American Samoa","US Zones","US",4336,2878.16463,77.991261,282.699604
2008,"AU","Australia","AU","Australia","FFA","AU",7174.643,1272.411088,1022.378582,1647.014606
2008,"CK","Cook Islands","CK","Cook Islands","FFA","CK",2129,1917.787426,235.915446,143.154479
2008,"CK","Cook Islands","CK","Cook Islands","FFA","TW",78,63.743,4.186,1.492
2008,"CK","Cook Islands","CK","Cook Islands","FFA","US",419,483.946295,37.503774,18.064527
2008,"CN","China","CN","Other","Other","JP",1.759,0.182067,0,0.189012
2008,"FJ","Fiji","FJ","Fiji","FFA","CN",198.514,137.915,3.167,27.18
2008,"FJ","Fiji","FJ","Fiji","FFA","FJ",7541.531,4750.437657,376.453479,1260.890491
2008,"FJ","Fiji","FJ","Fiji","FFA","TW",12,7.881,0.585,1.965
2008,"FJ","Fiji","FJ","Fiji","FFA","VU",5.037,2.051527,0.116117,0.62403
2008,"FM","FSM","FM","FSM","FFA","CN",1402.438,2.955,333.717,90.649
2008,"FM","FSM","FM","FSM","FFA","FM",2099.076,0,533.952699,183.000614
2008,"FM","FSM","FM","FSM","FFA","JP",3596.494,104.463986,1415.744987,989.684969
2008,"FM","FSM","FM","FSM","FFA","PG",346.697,2.447684,74.365582,68.875758
2008,"FM","FSM","FM","FSM","FFA","TW",4122,1.334,652.731,238.106
2008,"H4","HS4","HS","High Seas","High Seas","CK",8,0.835913,0.525054,1.142355
2008,"H4","HS4","HS","High Seas","High Seas","FJ",1.081,0.017111,0.130181,0.044015
2008,"H4","HS4","HS","High Seas","High Seas","KR",291.561,17.607,147.797,63.396
2008,"H4","HS4","HS","High Seas","High Seas","TW",2,0.195,0.315,0.215
2008,"H4","HS4","HS","High Seas","High Seas","US",11,2.120593,0.562833,0.653273
2008,"H4","HS4","HS","High Seas","High Seas","VU",11.098,2.651408,0.138943,0.08327
2008,"H5","HS5","HS","High Seas","High Seas","CK",26,27.067548,3.727479,3.648163
2008,"H5","HS5","HS","High Seas","High Seas","JP",503.595,68.659168,388.20401,115.895851
2008,"H5","HS5","HS","High Seas","High Seas","KR",147.764,2.174,73.483,21.922
2008,"H5","HS5","HS","High Seas","High Seas","TW",121,3.501,63.409,10.02
2008,"H5","HS5","HS","High Seas","High Seas","US",90,50.431797,6.405466,14.284884
2008,"H5","HS5","HS","High Seas","High Seas","VU",340.468,54.611261,139.012643,38.988003
2008,"HW","Hawaii","US","US Zones","US Zones","US",5210.773,53.854569,1520.98976,360.170494
2008,"I1","Int1","HS","High Seas","High Seas","JP",1779.931,1.011397,993.157956,274.98747
2008,"I1","Int1","HS","High Seas","High Seas","KI",7.069,0,3.022591,0.176419
2008,"I1","Int1","HS","High Seas","High Seas","KR",6.942,0.105,2.601,1.091
2008,"I1","Int1","HS","High Seas","High Seas","PG",66.941,0.091241,13.207831,22.038691
2008,"I1","Int1","HS","High Seas","High Seas","TW",14741.782,0.155,2348.8367,3197.6861
2008,"I2","Int2","HS","High Seas","High Seas","BZ",44,0.268,11.902,7.358
2008,"I2","Int2","HS","High Seas","High Seas","CK",84,30.169361,12.438963,8.891017
2008,"I2","Int2","HS","High Seas","High Seas","CN",171.848,78.924,31.176,29.481
2008,"I2","Int2","HS","High Seas","High Seas","FJ",405.822,186.583331,52.760395,49.485717
2008,"I2","Int2","HS","High Seas","High Seas","FM",60.836,0,19.976316,10.886218
2008,"I2","Int2","HS","High Seas","High Seas","JP",414.735,4.735208,186.957209,458.763257
2008,"I2","Int2","HS","High Seas","High Seas","KR",345.113,51.206,95.927,158.829
2008,"I2","Int2","HS","High Seas","High Seas","TW",114,1632.970952,27.99,16.395
2008,"I2","Int2","HS","High Seas","High Seas","VU",9.064,7.144936,0.827726,1.334349
2008,"I3","Int3","HS","High Seas","High Seas","CN",232.094,1.013,74.215,9.367
2008,"I3","Int3","HS","High Seas","High Seas","FM",51.956,0,17.775483,2.565606
2008,"I3","Int3","HS","High Seas","High Seas","JP",4021.27,2564.525198,583.579839,1105.596906
2008,"I3","Int3","HS","High Seas","High Seas","KI",2,0,0,0
2008,"I3","Int3","HS","High Seas","High Seas","MH",11.706,0,2.96421,0.88926
2008,"I3","Int3","HS","High Seas","High Seas","TW",6317.906,14.49,1006.6443,1370.4369
2008,"I3","Int3","HS","High Seas","High Seas","VU",58.397,47.403614,6.477918,8.783609
2008,"I4","Int4","HS","High Seas","High Seas","BZ",110.122,0.442,26.261,41.278
2008,"I4","Int4","HS","High Seas","High Seas","CK",17,0,5.115265,2.683611
2008,"I4","Int4","HS","High Seas","High Seas","CN",20543.466,0,4363.7805,1822.362
2008,"I4","Int4","HS","High Seas","High Seas","FM",81.526,0,20.989093,2.59056
2008,"I4","Int4","HS","High Seas","High Seas","JP",2289.061,190.431233,1447.485554,645.512991
2008,"I4","Int4","HS","High Seas","High Seas","KR",10214.852,337.2535,6230.380085,2038.4955
2008,"I4","Int4","HS","High Seas","High Seas","MH",42.798,0,8.617335,2.069853
2008,"I4","Int4","HS","High Seas","High Seas","TW",7793.966,0,3592.895544,385.114991
2008,"I4","Int4","HS","High Seas","High Seas","VU",265.238,183.384071,67.451893,11.005853
2008,"I5","Int5","HS","High Seas","High Seas","BZ",110.122,0.442,26.261,41.278
2008,"I5","Int5","HS","High Seas","High Seas","CN",20543.466,0,4363.7805,1822.362
2008,"I5","Int5","HS","High Seas","High Seas","JP",1526.119,53.620244,1061.873983,310.831691
2008,"I5","Int5","HS","High Seas","High Seas","KR",10214.852,337.2535,6230.380085,2038.4955
2008,"I5","Int5","HS","High Seas","High Seas","PF",21.646,5.795237,2.401887,4.339695
2008,"I5","Int5","HS","High Seas","High Seas","TW",7793.966,0,3592.895544,385.114991
2008,"I5","Int5","HS","High Seas","High Seas","US",2829.184,136.431373,899.989636,221.692436
2008,"I5","Int5","HS","High Seas","High Seas","VU",708.916,230.312258,192.509272,54.758366
2008,"I6","Int6","HS","High Seas","High Seas","JP",44863.642,17466.655913,8393.925182,2377.538292
2008,"I6","Int6","HS","High Seas","High Seas","TW",3242.259,1637.189716,215.72,2365.9
2008,"I6","Int6","HS","High Seas","High Seas","US",6275.376,26.415283,1997.187434,180.939727
2008,"I6","Int6","HS","High Seas","High Seas","VU",1607.357,2231.957241,155.722023,17.153881
2008,"I7","Int7","HS","High Seas","High Seas","AU",46.24,4.588912,4.621418,2.985395
2008,"I7","Int7","HS","High Seas","High Seas","CK",54,44.362906,0.440885,0.589601
2008,"I7","Int7","HS","High Seas","High Seas","CN",1977.189,12207.888,0,0
2008,"I7","Int7","HS","High Seas","High Seas","ES",2124,66,77,10
2008,"I7","Int7","HS","High Seas","High Seas","FJ",297.372,313.836668,7.739294,12.732567
2008,"I7","Int7","HS","High Seas","High Seas","JP",1529.173,1180.087494,465.101202,115.890536
2008,"I7","Int7","HS","High Seas","High Seas","NC",14.592,10.128166,0.478139,0.661991
2008,"I7","Int7","HS","High Seas","High Seas","NZ",5.697,0.493727,0,0
2008,"I7","Int7","HS","High Seas","High Seas","TW",901.127,1981.41032,21.312,15.681
2008,"I7","Int7","HS","High Seas","High Seas","US",44,38.5317,1.626735,2.525985
2008,"I7","Int7","HS","High Seas","High Seas","VU",2409.188,2927.572626,199.636266,97.947055
2008,"I8","Int8","HS","High Seas","High Seas","CK",58,35.615714,1.987989,8.729798
2008,"I8","Int8","HS","High Seas","High Seas","CN",276.537,173.139,4.941,32.278
2008,"I8","Int8","HS","High Seas","High Seas","FJ",1269.278,823.954166,23.497762,194.292392
2008,"I8","Int8","HS","High Seas","High Seas","KR",0.992,0.474,0,0.308
2008,"I8","Int8","HS","High Seas","High Seas","TW",119,71.374,3.378,16.268
2008,"I8","Int8","HS","High Seas","High Seas","VU",160.203,85.566279,3.904419,24.418541
2008,"I9","Int9","HS","High Seas","High Seas","CK",35,36.600902,3.576177,1.563367
2008,"I9","Int9","HS","High Seas","High Seas","PF",7.981,2.087774,2.002022,0.115952
2008,"I9","Int9","HS","High Seas","High Seas","TW",4,1,0.332,0.306
2008,"I9","Int9","HS","High Seas","High Seas","US",47,32.117631,1.218949,1.37187
2008,"I9","Int9","HS","High Seas","High Seas","VU",102.89,62.140645,2.301556,5.450756
2008,"ID","Indonesia","HS","Indonesia","Other","ID",32622.5,0,5447,20651
2008,"ID","Indonesia","HS","Indonesia","Other","JP",5,0.044984,1.122963,0.155981
2008,"ID","Indonesia","HS","Indonesia","Other","TW",835,3.14,179.719,201.886
2008,"JP","Japan","JP","Other","Other","JP",4911.884,225.550979,2524.252019,910.815992
2008,"JT","Johnston","US","US Zones","US Zones","US",442.083,81.249545,151.896359,37.035937
2008,"KI","Kiribati","KI","Kiribati","FFA","CN",29.629,0.522,12.136,2.401
2008,"KI","Kiribati","KI","Kiribati","FFA","JP",60.288,8.710998,56.711065,7.732978
2008,"KI","Kiribati","KI","Kiribati","FFA","KR",6889.365,139.981,3629.806,1805.608
2008,"KI","Kiribati","KI","Kiribati","FFA","TW",3143,98.073,1474.014,331.367
2008,"KI","Kiribati","KI","Kiribati","FFA","VU",546.291,114.608358,281.282607,67.851023
2008,"MH","Marshall Islands","MH","Marshall Islands","FFA","CN",5142.603,27.417,1451.802,368.408
2008,"MH","Marshall Islands","MH","Marshall Islands","FFA","FM",1174.18,0,377.3064,128.957002
2008,"MH","Marshall Islands","MH","Marshall Islands","FFA","JP",1.039,0.181975,0.152029,0.018997
2008,"MH","Marshall Islands","MH","Marshall Islands","FFA","MH",1171.46,15,363.418455,88.040887
2008,"MH","Marshall Islands","MH","Marshall Islands","FFA","TW",27,0,1.835,0.285
2008,"NC","New Caledonia","MA","New Caledonia","French","FJ",3.164,1.658723,0.086787,1.87033
2008,"NC","New Caledonia","MA","New Caledonia","French","VU",1.01,0.419783,0,0
2008,"NC","New Caledonia","NC","New Caledonia","French","NC",2827.429,1495.871834,62.521862,423.338009
2008,"NU","Niue","NU","Niue","FFA","NU",2746.716,337,51,40
2008,"NZ","New Zealand","NZ","New Zealand","FFA","NZ",3133.242,381.506273,133,11
2008,"PF","French Polynesia","PF","French Polynesia","French","PF",7995.247,3060.116989,485.596091,442.544353
2008,"PG","PNG","PG","PNG","FFA","CN",0.988,0,0,0
