"Year","EEZ","EZnm","EEZ.alt","Partgrp","Grp","Flag","Days","ALBc","BETc","YFTc"
2011,"H4","HS4","HS","High Seas","High Seas","VU",20.007,13.828922,6.970302,5.624953
2011,"H5","HS5","HS","High Seas","High Seas","CN",422.702,39.086,152.869,84.935
2011,"H5","HS5","HS","High Seas","High Seas","FJ",264.445,25.246203,77.48369,49.437999
2011,"H5","HS5","HS","High Seas","High Seas","JP",545.695,52.369259,304.614205,489.990024
2011,"H5","HS5","HS","High Seas","High Seas","KI",302.89,191.012017,48.081624,84.400327
2011,"H5","HS5","HS","High Seas","High Seas","KR",91.445,3.289,46.601,13.386
2011,"H5","HS5","HS","High Seas","High Seas","TV",36.634,1.411435,5.243027,4.634184
2011,"H5","HS5","HS","High Seas","High Seas","TW",308,18.376,126.243,68.938
2011,"H5","HS5","HS","High Seas","High Seas","US",109.711,30.438919,54.755723,23.386744
2011,"H5","HS5","HS","High Seas","High Seas","VU",271.531,33.337585,188.220042,52.156017
2011,"HW","Hawaii","US","US Zones","US Zones","US",3789.604,143.393502,1056.861719,272.425416
2011,"I1","Int1","HS","High Seas","High Seas","CN",7.957,0.018,1.258,0.402
2011,"I1","Int1","HS","High Seas","High Seas","FM",87.335,0.363178,63.874902,21.736955
2011,"I1","Int1","HS","High Seas","High Seas","JP",1933.779,8.564364,1259.831095,522.638676
2011,"I1","Int1","HS","High Seas","High Seas","TV",20.352,0.028938,2.857334,1.810123
2011,"I1","Int1","HS","High Seas","High Seas","TW",18178.435,0.031,1245.110871,4983.7034
2011,"I2","Int2","HS","High Seas","High Seas","CN",603.717,104.117,132.618,125.74
2011,"I2","Int2","HS","High Seas","High Seas","FJ",565.291,115.628943,98.848291,120.791098
2011,"I2","Int2","HS","High Seas","High Seas","FM",120.556,1.199509,21.917687,35.004091
2011,"I2","Int2","HS","High Seas","High Seas","JP",614.414,59.889479,257.574244,522.553096
2011,"I2","Int2","HS","High Seas","High Seas","KR",684.841,15.916,280.021,137.885
2011,"I2","Int2","HS","High Seas","High Seas","SB",181.476,8.915861,38.464058,52.322569
2011,"I2","Int2","HS","High Seas","High Seas","TV",203.524,4.553558,21.392732,33.001077
2011,"I2","Int2","HS","High Seas","High Seas","TW",1369,4988.801,236.234,302.894
2011,"I2","Int2","HS","High Seas","High Seas","VU",287.1,53.723309,66.321414,87.013133
2011,"I3","Int3","HS","High Seas","High Seas","CN",191.956,2.33,63.065,10.998
2011,"I3","Int3","HS","High Seas","High Seas","FJ",2.103,0.48106,0,0.1287
2011,"I3","Int3","HS","High Seas","High Seas","FM",88.404,5.50265,23.568718,4.860353
2011,"I3","Int3","HS","High Seas","High Seas","JP",4053.832,2381.229834,629.112568,759.423378
2011,"I3","Int3","HS","High Seas","High Seas","KR",6.958,0.492,7.097,0.801
2011,"I3","Int3","HS","High Seas","High Seas","MH",44.551,0.214971,17.386222,4.151973
2011,"I3","Int3","HS","High Seas","High Seas","SB",57.313,12.298908,1.554923,2.669363
2011,"I3","Int3","HS","High Seas","High Seas","TW",7783.901,2.4,529.715088,2135.0106
2011,"I4","Int4","HS","High Seas","High Seas","BZ",137.5,52.5,51,6.5
2011,"I4","Int4","HS","High Seas","High Seas","CN",10405.254,0,2838.339056,952.5595
2011,"I4","Int4","HS","High Seas","High Seas","FJ",1.073,0,0,0.235971
2011,"I4","Int4","HS","High Seas","High Seas","FM",163.23,1.883664,46.831692,20.749601
2011,"I4","Int4","HS","High Seas","High Seas","JP",1010.049,36.528883,770.594014,274.226094
2011,"I4","Int4","HS","High Seas","High Seas","KI",2.576,0.349655,2.417852,1.130917
2011,"I4","Int4","HS","High Seas","High Seas","KR",11422.169,181.210507,5863.388,2587.434
2011,"I4","Int4","HS","High Seas","High Seas","MH",104.972,0.982726,37.014084,8.451991
2011,"I4","Int4","HS","High Seas","High Seas","TW",8714.121,0.713,2404.2755,936.147
2011,"I4","Int4","HS","High Seas","High Seas","VU",616.036,134.809824,346.341281,56.93734
2011,"I5","Int5","HS","High Seas","High Seas","BZ",137.5,52.5,51,6.5
2011,"I5","Int5","HS","High Seas","High Seas","CN",10405.254,0,2838.339056,952.5595
2011,"I5","Int5","HS","High Seas","High Seas","FJ",92.052,61.754471,13.684918,3.433506
2011,"I5","Int5","HS","High Seas","High Seas","JP",508.316,6.896561,441.421018,118.61056
2011,"I5","Int5","HS","High Seas","High Seas","KI",1.375,0,0.675697,1.113626
2011,"I5","Int5","HS","High Seas","High Seas","KR",11422.169,181.210507,5863.388,2587.434
2011,"I5","Int5","HS","High Seas","High Seas","PF",4.357,0.148028,0.120647,0
2011,"I5","Int5","HS","High Seas","High Seas","TV",7.123,0,0.746007,0.676716
2011,"I5","Int5","HS","High Seas","High Seas","TW",8690.121,0,2396.6855,934.702
2011,"I5","Int5","HS","High Seas","High Seas","US",3439.002,151.089578,1237.180702,323.338774
2011,"I5","Int5","HS","High Seas","High Seas","VU",706.721,196.801425,238.064709,45.593934
2011,"I6","Int6","HS","High Seas","High Seas","CN",40,98.548,6.37,0.27
2011,"I6","Int6","HS","High Seas","High Seas","JP",39874.383,16820.087521,8739.409183,3815.730918
2011,"I6","Int6","HS","High Seas","High Seas","SB",12.743,3.650301,0.130215,1.514111
2011,"I6","Int6","HS","High Seas","High Seas","TW",2522.819,2999.01785,182.7,2094.9
2011,"I6","Int6","HS","High Seas","High Seas","US",3971.985,145.759275,1131.997445,104.03952
2011,"I6","Int6","HS","High Seas","High Seas","VU",1568.413,3190.45978,351.06971,18.907138
2011,"I7","Int7","HS","High Seas","High Seas","AU",18.616,0.8887,1.088761,5.89077
2011,"I7","Int7","HS","High Seas","High Seas","CN",3651.951,6804.11564,0,0
2011,"I7","Int7","HS","High Seas","High Seas","ES",947,6,10,0
2011,"I7","Int7","HS","High Seas","High Seas","FJ",1523.012,1135.21996,59.757417,76.176786
2011,"I7","Int7","HS","High Seas","High Seas","JP",2530.561,1406.841363,377.796762,666.93735
2011,"I7","Int7","HS","High Seas","High Seas","KR",1,0.111,0.603,0.154
2011,"I7","Int7","HS","High Seas","High Seas","NC",2.063,1.879203,0,0
2011,"I7","Int7","HS","High Seas","High Seas","NZ",9.4,0.039167,0,0
2011,"I7","Int7","HS","High Seas","High Seas","PF",1.461,0.559892,0,0.059431
2011,"I7","Int7","HS","High Seas","High Seas","PT",8.75,4,3,0
2011,"I7","Int7","HS","High Seas","High Seas","TW",2044.569,3515.21115,8.079,6.348
2011,"I7","Int7","HS","High Seas","High Seas","US",1.451,0.049186,0.143388,0.13966
2011,"I7","Int7","HS","High Seas","High Seas","VU",855.596,1418.168825,57.262453,11.55264
2011,"I8","Int8","HS","High Seas","High Seas","CN",1036.365,540.711,9.889,50.683
2011,"I8","Int8","HS","High Seas","High Seas","FJ",1314.745,588.374477,14.650176,103.392863
2011,"I8","Int8","HS","High Seas","High Seas","SB",155.264,63.259715,0.842568,15.070743
2011,"I8","Int8","HS","High Seas","High Seas","TV",4.07,3.053441,0.021258,1.543971
2011,"I8","Int8","HS","High Seas","High Seas","TW",164,42.538,4.01,10.545
2011,"I8","Int8","HS","High Seas","High Seas","VU",45.56,42.667811,21.179825,19.133071
2011,"I9","Int9","HS","High Seas","High Seas","CK",7.771,4.168755,2.051807,0.139035
2011,"I9","Int9","HS","High Seas","High Seas","CN",270.529,256.575,10.388,5.175
2011,"I9","Int9","HS","High Seas","High Seas","FJ",544.312,516.792793,22.248581,8.413805
2011,"I9","Int9","HS","High Seas","High Seas","JP",12.38,6.2718,15.0908,4.119861
2011,"I9","Int9","HS","High Seas","High Seas","TW",33,39.481,3.387,3.127
2011,"I9","Int9","HS","High Seas","High Seas","US",11.092,11.734862,1.336848,0.115908
2011,"I9","Int9","HS","High Seas","High Seas","VU",11.067,12.034344,7.734129,9.913232
2011,"ID","Indonesia","HS","Indonesia","Other","ID",39150,0,4714,26606
2011,"ID","Indonesia","HS","Indonesia","Other","JP",3,0,0.187966,0.385971
2011,"ID","Indonesia","HS","Indonesia","Other","TW",219,0,15.826,55.121
2011,"JP","Japan","JP","Other","Other","JP",4482.449,562.057967,2216.434962,826.803996
2011,"JT","Johnston","US","US Zones","US Zones","US",414.314,46.757649,136.737251,33.097721
2011,"KI","Kiribati","KI","Kiribati","FFA","CN",5955.617,208.946,3260.949,715.231
2011,"KI","Kiribati","KI","Kiribati","FFA","FJ",232.722,16.105014,67.827894,56.469117
2011,"KI","Kiribati","KI","Kiribati","FFA","JP",389.257,13.427998,111.246939,168.494012
2011,"KI","Kiribati","KI","Kiribati","FFA","KI",307.293,6.94,89.296,46.497
2011,"KI","Kiribati","KI","Kiribati","FFA","KR",6318.623,98.836,2814.108,1997.007
2011,"KI","Kiribati","KI","Kiribati","FFA","TV",162.819,2.527887,27.768091,20.516224
2011,"KI","Kiribati","KI","Kiribati","FFA","TW",2915,130.232,1306.952,383.008
2011,"KI","Kiribati","KI","Kiribati","FFA","VU",707.956,72.55018,387.437807,191.339641
2011,"MH","Marshall Islands","MH","Marshall Islands","FFA","CN",3804.314,42.488,1119.75,431.144
2011,"MH","Marshall Islands","MH","Marshall Islands","FFA","FM",1790.745,9.26638,530.88285,214.443135
2011,"MH","Marshall Islands","MH","Marshall Islands","FFA","JP",1295.83,49.705992,855.973993,299.646029
2011,"MH","Marshall Islands","MH","Marshall Islands","FFA","MH",652.288,2.802303,204.599697,86.396036
2011,"MH","Marshall Islands","MH","Marshall Islands","FFA","TW",329,7.461,89.76,34.195
2011,"NC","New Caledonia","MA","New Caledonia","French","FJ",10.525,6.027841,0.350695,1.061929
2011,"NC","New Caledonia","MA","New Caledonia","French","VU",1.135,0.057783,0,0
2011,"NC","New Caledonia","NC","New Caledonia","French","NC",2523.653,1734.120797,41,585
2011,"NR","Nauru","NR","Nauru","FFA","JP",203.267,15.409019,93.080986,53.351986
2011,"NZ","New Zealand","NZ","New Zealand","FFA","NZ",4169.75,417.960833,174,3
2011,"PF","French Polynesia","PF","French Polynesia","French","PF",8442.296,3224.29208,606.879353,490.940569
2011,"PG","PNG","PG","PNG","FFA","CN",3.978,0.523,0.439,1.956
2011,"PG","PNG","PG","PNG","FFA","PG",4981.208,305,59,2303
2011,"PG","PNG","PG","PNG","FFA","TW",387,49.942,5.739,204.809
2011,"PH","Philippines","PH","Philippines","Other","PH",1198.75,36,777,146
2011,"PH","Philippines","PH","Philippines","Other","TW",1266.333,0,122.03,1396.75
2011,"PW","Palau","PW","Palau","FFA","JP",2311.15,3.924993,696.817015,237.72602
2011,"PW","Palau","PW","Palau","FFA","TW",7157,0.954,1061.305,908.949
2011,"PY","Palmyra","US","US Zones","US Zones","US",15.47,0,2.22292,5.098569
2011,"SB","Solomon Islands","SB","Solomon Islands","FFA","CN",2473.55,985.31,162.057,555.353
2011,"SB","Solomon Islands","SB","Solomon Islands","FFA","FJ",2898.756,1129.836306,145.346082,579.076676
2011,"SB","Solomon Islands","SB","Solomon Islands","FFA","JP",3218.739,506.326001,377.121998,2239.795994
2011,"SB","Solomon Islands","SB","Solomon Islands","FFA","KR",607.311,43.308,185.802,268.15
2011,"SB","Solomon Islands","SB","Solomon Islands","FFA","SB",2233.287,826.875225,172.008235,571.42322
2011,"SB","Solomon Islands","SB","Solomon Islands","FFA","TV",51.899,11.873978,1.263848,15.001178
2011,"SB","Solomon Islands","SB","Solomon Islands","FFA","TW",8213,2743.767,797.667,2363.96
2011,"SB","Solomon Islands","SB","Solomon Islands","FFA","VU",522.749,184.76015,45.827159,64.869478
2011,"TK","Tokelau","TK","Tokelau","FFA","FJ",321.88,75.06934,146.46163,111.785198
2011,"TK","Tokelau","TK","Tokelau","FFA","TV",105.832,15.952392,14.396359,22.647694
2011,"TK","Tokelau","TK","Tokelau","FFA","TW",115,17.106,55.82,31.361
2011,"TO","Tonga","TO","Tonga","FFA","TO",588.973,34,18,171
2011,"TO","Tonga","TO","Tonga","FFA","TW",33,1.599,0.64,16.7
2011,"TV","Tuvalu","TV","Tuvalu","FFA","CN",317.275,77.142,62.649,99.838
2011,"TV","Tuvalu","TV","Tuvalu","FFA","FJ",817.406,164.16676,116.459887,310.445711
2011,"TV","Tuvalu","TV","Tuvalu","FFA","JP",90.454,5.145994,18.078037,33.546003
2011,"TV","Tuvalu","TV","Tuvalu","FFA","KR",507.915,51.569,144.047,204.172
2011,"TV","Tuvalu","TV","Tuvalu","FFA","TV",542.391,143.83384,30.841121,185.202529
2011,"TV","Tuvalu","TV","Tuvalu","FFA","TW",75,2.89,11.693,26.6
2011,"TV","Tuvalu","TV","Tuvalu","FFA","VU",73.19,22.555932,8.517783,20.75578
2011,"TW","Taiwan","TW","Taiwan","Other","TW",3355,230,304.5,3491.5
2011,"VN","Vietnam","VN","Vietnam","Other","VN",17518.75,15,3424,10576
2011,"VU","Vanuatu","VU","Vanuatu","FFA","CN",4172.313,2362.621,59.741,438.962
2011,"VU","Vanuatu","VU","Vanuatu","FFA","FJ",4412.104,1935.867167,94.206873,662.728692
2011,"VU","Vanuatu","VU","Vanuatu","FFA","TW",2826,1239.257,144.027,702.811
2011,"VU","Vanuatu","VU","Vanuatu","FFA","VU",1714.722,548.306154,56.303552,278.715592
2011,"WF","Wallis Futuna","WF","Wallis Futuna","French","WF",16.25,3,6,4
2011,"WS","Samoa","WS","Samoa","FFA","WS",3291.414,1415,71,395
2012,"AS","American Samoa","AS","American Samoa","US Zones","US",4368.771,2415.904952,703.69101,435.249064
2012,"AU","Australia","AU","Australia","FFA","AU",5346.62,701.706829,547.867225,1251.633352
2012,"CK","Cook Islands","CK","Cook Islands","FFA","CK",4419.103,2726.013195,1574.110233,660.624073
2012,"CK","Cook Islands","CK","Cook Islands","FFA","CN",3970.934,2969.749,1210.433,551.829
2012,"CK","Cook Islands","CK","Cook Islands","FFA","FJ",862,329.20844,245.944819,281.249983
2012,"CK","Cook Islands","CK","Cook Islands","FFA","FM",280.791,134.243,16.937,18.623
2012,"CK","Cook Islands","CK","Cook Islands","FFA","KI",269.87,243.76632,50.007488,58.444734
2012,"CK","Cook Islands","CK","Cook Islands","FFA","TW",328,311.341,31.843,32.226
2012,"CK","Cook Islands","CK","Cook Islands","FFA","US",1025.825,649.692964,643.689745,148.945836
2012,"CK","Cook Islands","CK","Cook Islands","FFA","VU",3318.174,3262.518182,484.604619,587.49767
2012,"CN","China","CN","Other","Other","JP",1.103,0.08993,0,0.222001
2012,"FJ","Fiji","FJ","Fiji","FFA","CN",812.799,435.066,20.905,56.256
2012,"FJ","Fiji","FJ","Fiji","FFA","FJ",10981,4339.602398,249.442754,1228.252651
2012,"FJ","Fiji","FJ","Fiji","FFA","TW",1,0.415,0.176,0.06
2012,"FJ","Fiji","FJ","Fiji","FFA","VU",2.354,1.361643,0.144418,0.421849
2012,"FM","FSM","FM","FSM","FFA","CN",610.837,7.002,258.498,68.099
2012,"FM","FSM","FM","FSM","FFA","FM",1579.444,26.709354,554.271536,209.142375
2012,"FM","FSM","FM","FSM","FFA","JP",4464.12,129.249007,1792.399996,770.004035
2012,"FM","FSM","FM","FSM","FFA","TW",2057,5.698,639.952,259.76
2012,"H4","HS4","HS","High Seas","High Seas","CN",53.461,30.478,6.702,16.836
2012,"H4","HS4","HS","High Seas","High Seas","FJ",247,57.516121,74.35089,43.520472
2012,"H4","HS4","HS","High Seas","High Seas","KI",99.842,9.219879,51.042384,16.116906
2012,"H4","HS4","HS","High Seas","High Seas","KR",268.381,37.281,127.525,60.436
2012,"H4","HS4","HS","High Seas","High Seas","TV",106.306,13.280759,58.162889,15.464976
2012,"H4","HS4","HS","High Seas","High Seas","TW",86,24.237,11.633,9.533
2012,"H4","HS4","HS","High Seas","High Seas","US",11.445,2.998169,4.302344,1.607003
2012,"H4","HS4","HS","High Seas","High Seas","VU",143.343,35.918828,32.456374,22.748721
2012,"H5","HS5","HS","High Seas","High Seas","CN",755.378,31.552,313.433,83.963
2012,"H5","HS5","HS","High Seas","High Seas","FJ",406,37.119977,70.401582,60.844096
2012,"H5","HS5","HS","High Seas","High Seas","JP",247.699,16.540913,136.803196,84.446179
2012,"H5","HS5","HS","High Seas","High Seas","KI",48.438,7.093072,12.843288,11.832072
2012,"H5","HS5","HS","High Seas","High Seas","KR",45.724,1.361,14.002,4.019
2012,"H5","HS5","HS","High Seas","High Seas","TV",4.329,1.532087,2.362117,2.027483
2012,"H5","HS5","HS","High Seas","High Seas","TW",195,5.681,80.585,40.112
2012,"H5","HS5","HS","High Seas","High Seas","US",171.648,95.907236,120.891399,25.449252
2012,"H5","HS5","HS","High Seas","High Seas","VU",236.445,39.826039,55.219633,23.897929
2012,"HW","Hawaii","US","US Zones","US Zones","US",3711.083,97.08781,1028.198859,207.119641
2012,"I1","Int1","HS","High Seas","High Seas","CN",8.91,0,5.124,0.561
2012,"I1","Int1","HS","High Seas","High Seas","FM",72.373,2.508793,45.14633,15.597541
2012,"I1","Int1","HS","High Seas","High Seas","JP",1297.98,0.81818,912.027653,263.360997
2012,"I1","Int1","HS","High Seas","High Seas","PG",23.011,0.026868,10.410961,2.627917
2012,"I1","Int1","HS","High Seas","High Seas","TW",9082.947,0.03,1056.191435,2319.485055
2012,"I2","Int2","HS","High Seas","High Seas","CK",16.465,1.395014,12.377608,5.024382
2012,"I2","Int2","HS","High Seas","High Seas","CN",137.612,23.05,9.163,11.221
2012,"I2","Int2","HS","High Seas","High Seas","FJ",951,302.949206,81.329388,214.655532
2012,"I2","Int2","HS","High Seas","High Seas","FM",165.443,21.207024,68.150686,40.816995
2012,"I2","Int2","HS","High Seas","High Seas","JP",508.37,74.292117,161.253004,552.674462
2012,"I2","Int2","HS","High Seas","High Seas","KR",368.775,17.294,127.145,105.508
2012,"I2","Int2","HS","High Seas","High Seas","SB",45.002,0,0,0
2012,"I2","Int2","HS","High Seas","High Seas","TV",3.591,0.150597,1.559867,0.519541
2012,"I2","Int2","HS","High Seas","High Seas","TW",1396,4030.834,307.221,234.92
2012,"I2","Int2","HS","High Seas","High Seas","VU",982.86,270.500743,123.646643,333.323251
2012,"I3","Int3","HS","High Seas","High Seas","CN",160.382,39.151,54.76,15.537
2012,"I3","Int3","HS","High Seas","High Seas","FJ",262,267.287911,15.036581,22.359963
2012,"I3","Int3","HS","High Seas","High Seas","FM",109.815,27.998825,45.079994,15.053502
2012,"I3","Int3","HS","High Seas","High Seas","JP",4736.26,3024.351526,764.428548,893.698562
2012,"I3","Int3","HS","High Seas","High Seas","KR",5.964,1.136,1.054,0.661
2012,"I3","Int3","HS","High Seas","High Seas","MH",62.643,2.004106,33.260947,5.843277
2012,"I3","Int3","HS","High Seas","High Seas","TW",3892.692,3.99,452.653472,994.065024
2012,"I3","Int3","HS","High Seas","High Seas","VU",3.58,0.113093,1.386449,0
2012,"I4","Int4","HS","High Seas","High Seas","BZ",92.493,13.733,47.9465,5.483
2012,"I4","Int4","HS","High Seas","High Seas","CN",13045.551,0,1957.636943,1216.1085
2012,"I4","Int4","HS","High Seas","High Seas","FJ",386,70.70843,123.18621,27.215318
2012,"I4","Int4","HS","High Seas","High Seas","FM",71.964,44.673358,25.675989,10.415962
2012,"I4","Int4","HS","High Seas","High Seas","JP",2539.207,461.507732,1620.514679,932.59632
2012,"I4","Int4","HS","High Seas","High Seas","KI",235.271,0.605938,107.637776,6.127323
2012,"I4","Int4","HS","High Seas","High Seas","KR",11942.686,371.0025,7090.1925,2452.456539
2012,"I4","Int4","HS","High Seas","High Seas","MH",46.617,1.407378,17.899613,6.431063
2012,"I4","Int4","HS","High Seas","High Seas","TV",521.961,3.158548,350.285563,17.471639
2012,"I4","Int4","HS","High Seas","High Seas","TW",5671.878,1.04,2073.8835,83.75901
2012,"I4","Int4","HS","High Seas","High Seas","US",34.804,2.994466,10.299533,0.773614
2012,"I4","Int4","HS","High Seas","High Seas","VU",290.26,62.129502,81.635569,16.554048
2012,"I5","Int5","HS","High Seas","High Seas","BZ",92.493,13.733,47.9465,5.483
2012,"I5","Int5","HS","High Seas","High Seas","CN",13045.551,0,1957.636943,1216.1085
2012,"I5","Int5","HS","High Seas","High Seas","FJ",133,93.366664,20.657704,8.909121
2012,"I5","Int5","HS","High Seas","High Seas","JP",174.896,14.78673,127.466244,48.531251
2012,"I5","Int5","HS","High Seas","High Seas","KI",13.839,0.03619,10.947144,1.309008
2012,"I5","Int5","HS","High Seas","High Seas","KR",11942.686,371.0025,7090.1925,2452.456539
2012,"I5","Int5","HS","High Seas","High Seas","PF",3.96,2.829844,0.645531,1.025627
2012,"I5","Int5","HS","High Seas","High Seas","TV",11.853,0.02811,4.832481,0.347569
2012,"I5","Int5","HS","High Seas","High Seas","TW",5664.878,23.725,2067.5205,80.74401
2012,"I5","Int5","HS","High Seas","High Seas","US",3394.704,199.297118,1048.391848,202.942138
2012,"I5","Int5","HS","High Seas","High Seas","VU",1379.371,302.655367,309.878438,54.59515
2012,"I6","Int6","HS","High Seas","High Seas","CN",141,165.033,7.194,2.749
2012,"I6","Int6","HS","High Seas","High Seas","FJ",20,5.680372,1.382449,2.393901
2012,"I6","Int6","HS","High Seas","High Seas","JP",40203.65,18143.62472,7216.301076,3105.961148
2012,"I6","Int6","HS","High Seas","High Seas","TW",3212.525,2221.4087,182.7,2094.9
2012,"I6","Int6","HS","High Seas","High Seas","US",4921.23,77.564894,1439.202731,106.459551
2012,"I6","Int6","HS","High Seas","High Seas","VU",884.96,1630.089546,215.81538,59.285241
2012,"I7","Int7","HS","High Seas","High Seas","AU",39.684,7.293171,5.132775,7.366648
2012,"I7","Int7","HS","High Seas","High Seas","CN",1833.184,15186.060248,0,0
2012,"I7","Int7","HS","High Seas","High Seas","ES",670,3,23,2
2012,"I7","Int7","HS","High Seas","High Seas","FJ",1110,995.640929,42.647074,23.631975
2012,"I7","Int7","HS","High Seas","High Seas","JP",1957.918,985.658159,333.812676,167.976098
2012,"I7","Int7","HS","High Seas","High Seas","NC",3.073,2.961548,0,0.159334
2012,"I7","Int7","HS","High Seas","High Seas","PT",22.5,1,17,0
2012,"I7","Int7","HS","High Seas","High Seas","SB",126,0,0,0
2012,"I7","Int7","HS","High Seas","High Seas","TW",13.753,2366.4273,0.27,0.03
2012,"I7","Int7","HS","High Seas","High Seas","US",38.551,23.720188,4.134285,0.744298
2012,"I7","Int7","HS","High Seas","High Seas","VU",1861.931,1687.425557,147.999749,26.74216
2012,"I8","Int8","HS","High Seas","High Seas","CN",656.377,299.772,5.921,54.298
2012,"I8","Int8","HS","High Seas","High Seas","FJ",460,223.169668,5.340777,34.817391
2012,"I8","Int8","HS","High Seas","High Seas","SB",47.002,0,0,0
2012,"I8","Int8","HS","High Seas","High Seas","TW",78,24.838,2.348,8.11
2012,"I8","Int8","HS","High Seas","High Seas","VU",186.384,62.490707,6.300387,22.523736
2012,"I9","Int9","HS","High Seas","High Seas","CK",53.112,21.491422,8.520186,2.016713
2012,"I9","Int9","HS","High Seas","High Seas","CN",727.658,690.724,72.125,46.322
2012,"I9","Int9","HS","High Seas","High Seas","FJ",836,758.157549,47.308187,56.575141
2012,"I9","Int9","HS","High Seas","High Seas","PF",1.33,0.522675,0.023616,0.061459
2012,"I9","Int9","HS","High Seas","High Seas","TW",35,40.773,3.615,1.87
2012,"I9","Int9","HS","High Seas","High Seas","US",81.045,72.943148,20.002915,6.726851
2012,"I9","Int9","HS","High Seas","High Seas","VU",218.228,99.294571,19.820669,13.87089
2012,"ID","Indonesia","HS","Indonesia","Other","ID",30292.5,0,5371,18863
2012,"ID","Indonesia","HS","Indonesia","Other","JP",1,0,0.246979,0.167017
2012,"ID","Indonesia","HS","Indonesia","Other","TW",239,0,34.305,59.385
2012,"JP","Japan","JP","Other","Other","JP",4804.46,612.071994,2524.183978,604.232
2012,"JT","Johnston","US","US Zones","US Zones","US",453.64,102.929539,109.566419,29.337264
2012,"JV","Jarvis","US","US Zones","US Zones","US",2.544,0,0.164319,0.041726
2012,"KI","Kiribati","KI","Kiribati","FFA","BZ",69,4.534,34.364,18.662
2012,"KI","Kiribati","KI","Kiribati","FFA","CN",6045.997,292.637,3779.994,792.701
2012,"KI","Kiribati","KI","Kiribati","FFA","FJ",580,41.098451,231.830945,136.670484
2012,"KI","Kiribati","KI","Kiribati","FFA","FM",4.535,0.359349,0.939794,0.339495
2012,"KI","Kiribati","KI","Kiribati","FFA","JP",623.732,45.095024,306.832029,128.450955
2012,"KI","Kiribati","KI","Kiribati","FFA","KI",782.919,45.910096,473.90124,172.894281
2012,"KI","Kiribati","KI","Kiribati","FFA","KR",7786.03,335.373,4186.399,2181.553
2012,"KI","Kiribati","KI","Kiribati","FFA","TV",776.329,48.050879,541.813719,117.284373
2012,"KI","Kiribati","KI","Kiribati","FFA","TW",3154,327.646,1354.73,586.464
2012,"KI","Kiribati","KI","Kiribati","FFA","VU",587.1,77.86363,278.412555,112.19304
2012,"MH","Marshall Islands","MH","Marshall Islands","FFA","CN",4506.53,87.383,1507.58,552.44
2012,"MH","Marshall Islands","MH","Marshall Islands","FFA","FM",3237.708,42.300153,943.799115,440.01084
2012,"MH","Marshall Islands","MH","Marshall Islands","FFA","JP",460.397,40.318978,322.73699,109.234014
2012,"MH","Marshall Islands","MH","Marshall Islands","FFA","MH",872.41,13.588516,283.83944,100.72566
2012,"MH","Marshall Islands","MH","Marshall Islands","FFA","TW",369,28.24,127.43,62.05
2012,"NC","New Caledonia","MA","New Caledonia","French","FJ",12,8.623343,0.389012,0.959237
2012,"NC","New Caledonia","MA","New Caledonia","French","NC",5.148,0.76928,0.172601,0.771522
2012,"NC","New Caledonia","NC","New Caledonia","French","NC",2568.29,1711.269172,48.827399,572.069144
2012,"NR","Nauru","NR","Nauru","FFA","JP",190.896,15.643001,68.927004,130.114975
2012,"NZ","New Zealand","NZ","New Zealand","FFA","NZ",3533.373,266,154,1
2012,"PF","French Polynesia","PF","French Polynesia","French","PF",8183.711,3590.647517,653.330853,756.912914
2012,"PG","PNG","PG","PNG","FFA","PG",6572.161,810.973132,108.589039,2958.372083
2012,"PG","PNG","PG","PNG","FFA","TW",528,111.81,4.122,311.085
2012,"PH","Philippines","PH","Philippines","Other","PH",416.25,24,248,61
2012,"PH","Philippines","PH","Philippines","Other","TW",1266.333,0,121.858,1396.894
2012,"PW","Palau","PW","Palau","FFA","BZ",13,0,1.743,0.372
2012,"PW","Palau","PW","Palau","FFA","JP",2359.154,11.196977,906.506985,135.129994
2012,"PW","Palau","PW","Palau","FFA","TW",6490,0.413,1243.176,886.388
2012,"PY","Palmyra","US","US Zones","US Zones","US",84.36,0.126173,24.34061,29.367792
2012,"SB","Solomon Islands","SB","Solomon Islands","FFA","CK",73.992,5.182333,27.883187,24.925346
2012,"SB","Solomon Islands","SB","Solomon Islands","FFA","CN",2381.967,1737.01,82.937,591.67
2012,"SB","Solomon Islands","SB","Solomon Islands","FFA","FJ",2522,1305.348859,70.556539,492.546542
2012,"SB","Solomon Islands","SB","Solomon Islands","FFA","JP",2489.821,855.47597,233.569035,2871.183996
2012,"SB","Solomon Islands","SB","Solomon Islands","FFA","KR",622.246,110.645,131.406,528.056
2012,"SB","Solomon Islands","SB","Solomon Islands","FFA","SB",354.016,0,0,0
2012,"SB","Solomon Islands","SB","Solomon Islands","FFA","TW",7207,3249.344,724.343,3467.13
2012,"SB","Solomon Islands","SB","Solomon Islands","FFA","VU",2308.608,919.312861,205.33517,677.721753
2012,"TK","Tokelau","TK","Tokelau","FFA","FJ",273,89.124876,96.033554,58.285885
2012,"TK","Tokelau","TK","Tokelau","FFA","KI",85.014,26.26218,44.543032,14.489754
2012,"TK","Tokelau","TK","Tokelau","FFA","TV",343.26,134.405917,212.660096,93.656065
2012,"TO","Tonga","TO","Tonga","FFA","CN",15.84,12.024,0.37,1.695
2012,"TO","Tonga","TO","Tonga","FFA","FJ",43,28.563356,2.503847,2.714199
